-183.701, 78.062, 1.602,  1.765
-183.699, 78.008, 1.608,  1.798
-183.696, 77.955, 1.614,  1.831
-183.694, 77.901, 1.620,  1.864
-183.692, 77.847, 1.626,  1.897
-183.689, 77.792, 1.633,  1.930
-183.687, 77.738, 1.639,  1.963
-183.684, 77.683, 1.645,  1.996
-183.682, 77.628, 1.652,  2.029
-183.680, 77.573, 1.658,  2.062
-183.677, 77.518, 1.664,  2.095
-183.675, 77.462, 1.670,  2.128
-183.672, 77.406, 1.676,  2.161
-183.670, 77.350, 1.682,  2.194
-183.667, 77.294, 1.688,  2.227
-183.665, 77.238, 1.694,  2.260
-183.662, 77.181, 1.700,  2.293
-183.660, 77.124, 1.706,  2.326
-183.657, 77.067, 1.712,  2.359
-183.655, 77.010, 1.718,  2.392
-183.652, 76.953, 1.724,  2.425
-183.649, 76.895, 1.730,  2.458
-183.647, 76.838, 1.736,  2.491
-183.644, 76.780, 1.742,  2.524
-183.642, 76.722, 1.748,  2.557
-183.639, 76.663, 1.754,  2.590
-183.637, 76.605, 1.760,  2.623
-183.634, 76.546, 1.767,  2.656
-183.631, 76.487, 1.773,  2.689
-183.629, 76.428, 1.779,  2.722
-183.626, 76.368, 1.785,  2.755
-183.623, 76.309, 1.792,  2.788
-183.621, 76.249, 1.798,  2.821
-183.618, 76.189, 1.804,  2.854
-183.616, 76.129, 1.810,  2.887
-183.613, 76.068, 1.817,  2.920
-183.610, 76.007, 1.823,  2.953
-183.608, 75.947, 1.829,  2.986
-183.605, 75.885, 1.836,  3.019
-183.602, 75.824, 1.842,  3.052
-183.600, 75.763, 1.849,  3.085
-183.597, 75.701, 1.855,  3.118
-183.594, 75.639, 1.861,  3.151
-183.592, 75.577, 1.868,  3.184
-183.589, 75.515, 1.874,  3.217
-183.586, 75.452, 1.881,  3.250
-183.584, 75.389, 1.887,  3.283
-183.581, 75.326, 1.894,  3.316
-183.578, 75.263, 1.901,  3.349
-183.575, 75.199, 1.907,  3.382
-183.573, 75.136, 1.914,  3.415
-183.570, 75.072, 1.920,  3.448
-183.567, 75.008, 1.927,  3.481
-183.565, 74.943, 1.934,  3.514
-183.562, 74.879, 1.940,  3.547
-183.559, 74.814, 1.947,  3.580
-183.556, 74.749, 1.954,  3.613
-183.554, 74.684, 1.960,  3.646
-183.551, 74.618, 1.967,  3.679
-183.548, 74.553, 1.974,  3.712
-183.545, 74.487, 1.981,  3.745
-183.543, 74.421, 1.987,  3.778
-183.540, 74.354, 1.994,  3.811
-183.537, 74.288, 2.001,  3.844
-183.535, 74.221, 2.008,  3.877
-183.532, 74.154, 2.015,  3.910
-183.529, 74.086, 2.022,  3.943
-183.526, 74.019, 2.029,  3.976
-183.523, 73.951, 2.036,  4.009
-183.521, 73.883, 2.043,  4.042
-183.518, 73.815, 2.050,  4.075
-183.515, 73.747, 2.057,  4.108
-183.512, 73.678, 2.064,  4.141
-183.510, 73.609, 2.071,  4.174
-183.507, 73.540, 2.078,  4.207
-183.504, 73.470, 2.085,  4.240
-183.501, 73.401, 2.092,  4.273
-183.499, 73.331, 2.099,  4.306
-183.496, 73.261, 2.106,  4.339
-183.493, 73.190, 2.114,  4.372
-183.490, 73.120, 2.121,  4.405
-183.488, 73.049, 2.128,  4.438
-183.485, 72.978, 2.135,  4.471
-183.482, 72.907, 2.142,  4.504
-183.479, 72.835, 2.150,  4.537
-183.477, 72.763, 2.157,  4.570
-183.474, 72.691, 2.164,  4.603
-183.471, 72.619, 2.172,  4.636
-183.468, 72.546, 2.179,  4.669
-183.466, 72.474, 2.187,  4.702
-183.463, 72.401, 2.194,  4.735
-183.460, 72.327, 2.202,  4.768
-183.457, 72.254, 2.209,  4.801
-183.455, 72.180, 2.217,  4.834
-183.452, 72.106, 2.224,  4.867
-183.449, 72.032, 2.232,  4.900
-183.446, 71.957, 2.239,  4.933
-183.444, 71.882, 2.247,  4.966
-183.441, 71.807, 2.254,  4.999
-183.438, 71.732, 2.262,  5.032
-183.435, 71.657, 2.269,  5.065
-183.433, 71.581, 2.277,  5.098
-183.430, 71.505, 2.285,  5.131
-183.427, 71.428, 2.292,  5.164
-183.425, 71.352, 2.300,  5.197
-183.422, 71.275, 2.308,  5.230
-183.419, 71.198, 2.316,  5.263
-183.416, 71.121, 2.324,  5.296
-183.414, 71.043, 2.331,  5.329
-183.411, 70.965, 2.339,  5.362
-183.408, 70.887, 2.347,  5.395
-183.406, 70.809, 2.355,  5.428
-183.403, 70.730, 2.363,  5.461
-183.400, 70.651, 2.371,  5.494
-183.397, 70.572, 2.379,  5.527
-183.395, 70.493, 2.387,  5.560
-183.392, 70.413, 2.394,  5.593
-183.389, 70.333, 2.402,  5.626
-183.387, 70.253, 2.410,  5.659
-183.384, 70.172, 2.418,  5.692
-183.381, 70.091, 2.427,  5.725
-183.379, 70.010, 2.435,  5.758
-183.376, 69.929, 2.443,  5.791
-183.373, 69.847, 2.451,  5.824
-183.371, 69.765, 2.460,  5.857
-183.368, 69.683, 2.468,  5.890
-183.365, 69.601, 2.476,  5.923
-183.363, 69.518, 2.485,  5.956
-183.360, 69.435, 2.493,  5.989
-183.357, 69.352, 2.501,  6.022
-183.355, 69.268, 2.510,  6.055
-183.352, 69.185, 2.518,  6.088
-183.349, 69.100, 2.526,  6.121
-183.347, 69.016, 2.535,  6.154
-183.344, 68.931, 2.543,  6.187
-183.341, 68.846, 2.552,  6.220
-183.339, 68.761, 2.560,  6.253
-183.336, 68.676, 2.569,  6.286
-183.333, 68.590, 2.577,  6.319
-183.331, 68.504, 2.586,  6.352
-183.328, 68.417, 2.594,  6.385
-183.326, 68.331, 2.603,  6.418
-183.323, 68.244, 2.612,  6.451
-183.320, 68.157, 2.620,  6.484
-183.318, 68.069, 2.629,  6.517
-183.315, 67.981, 2.638,  6.550
-183.313, 67.893, 2.647,  6.583
-183.310, 67.805, 2.656,  6.616
-183.307, 67.716, 2.664,  6.649
-183.305, 67.627, 2.673,  6.682
-183.302, 67.538, 2.682,  6.715
-183.300, 67.448, 2.691,  6.748
-183.297, 67.358, 2.700,  6.781
-183.294, 67.268, 2.709,  6.814
-183.292, 67.178, 2.718,  6.847
-183.289, 67.087, 2.727,  6.880
-183.287, 66.996, 2.736,  6.913
-183.284, 66.904, 2.745,  6.946
-183.282, 66.812, 2.755,  6.979
-183.279, 66.720, 2.764,  7.012
-183.277, 66.628, 2.773,  7.045
-183.274, 66.536, 2.782,  7.078
-183.271, 66.443, 2.792,  7.111
-183.269, 66.349, 2.801,  7.144
-183.266, 66.256, 2.810,  7.177
-183.264, 66.162, 2.820,  7.210
-183.261, 66.068, 2.829,  7.243
-183.259, 65.973, 2.839,  7.276
-183.256, 65.878, 2.848,  7.309
-183.254, 65.783, 2.858,  7.342
-183.251, 65.688, 2.867,  7.375
-183.249, 65.592, 2.877,  7.408
-183.246, 65.496, 2.887,  7.441
-183.244, 65.399, 2.896,  7.474
-183.241, 65.303, 2.906,  7.507
-183.239, 65.206, 2.916,  7.540
-183.236, 65.108, 2.925,  7.573
-183.234, 65.010, 2.935,  7.606
-183.231, 64.912, 2.945,  7.639
-183.229, 64.814, 2.955,  7.672
-183.226, 64.715, 2.964,  7.705
-183.224, 64.616, 2.974,  7.738
-183.221, 64.517, 2.984,  7.771
-183.219, 64.417, 2.994,  7.804
-183.216, 64.317, 3.004,  7.837
-183.214, 64.217, 3.014,  7.870
-183.212, 64.116, 3.025,  7.903
-183.209, 64.015, 3.035,  7.936
-183.207, 63.914, 3.045,  7.969
-183.204, 63.812, 3.055,  8.002
-183.202, 63.710, 3.065,  8.035
-183.199, 63.607, 3.075,  8.068
-183.197, 63.505, 3.086,  8.101
-183.194, 63.402, 3.096,  8.134
-183.192, 63.298, 3.106,  8.167
-183.190, 63.194, 3.117,  8.200
-183.187, 63.090, 3.127,  8.233
-183.185, 62.986, 3.138,  8.266
-183.182, 62.881, 3.148,  8.299
-183.180, 62.776, 3.159,  8.332
-183.178, 62.670, 3.169,  8.365
-183.175, 62.564, 3.180,  8.398
-183.173, 62.458, 3.190,  8.431
-183.170, 62.352, 3.201,  8.464
-183.168, 62.245, 3.212,  8.497
-183.166, 62.137, 3.222,  8.530
-183.163, 62.030, 3.233,  8.563
-183.161, 61.922, 3.244,  8.596
-183.159, 61.813, 3.255,  8.629
-183.156, 61.705, 3.265,  8.662
-183.154, 61.595, 3.276,  8.695
-183.152, 61.486, 3.287,  8.728
-183.149, 61.376, 3.298,  8.761
-183.147, 61.266, 3.309,  8.794
-183.144, 61.155, 3.321,  8.827
-183.142, 61.044, 3.332,  8.860
-183.140, 60.933, 3.343,  8.893
-183.137, 60.821, 3.354,  8.926
-183.135, 60.709, 3.365,  8.959
-183.133, 60.597, 3.376,  8.992
-183.130, 60.484, 3.388,  9.025
-183.128, 60.371, 3.399,  9.058
-183.126, 60.257, 3.410,  9.091
-183.123, 60.143, 3.422,  9.124
-183.121, 60.029, 3.433,  9.157
-183.119, 59.914, 3.445,  9.190
-183.117, 59.799, 3.456,  9.223
-183.114, 59.684, 3.468,  9.256
-183.112, 59.568, 3.479,  9.289
-183.110, 59.452, 3.491,  9.322
-183.107, 59.335, 3.502,  9.355
-183.105, 59.218, 3.514,  9.388
-183.103, 59.101, 3.526,  9.421
-183.101, 58.983, 3.538,  9.454
-183.098, 58.865, 3.549,  9.487
-183.096, 58.746, 3.561,  9.520
-183.094, 58.627, 3.573,  9.553
-183.091, 58.508, 3.585,  9.586
-183.089, 58.388, 3.597,  9.619
-183.087, 58.268, 3.609,  9.652
-183.085, 58.147, 3.621,  9.685
-183.082, 58.026, 3.634,  9.718
-183.080, 57.905, 3.646,  9.751
-183.078, 57.783, 3.658,  9.784
-183.076, 57.661, 3.670,  9.817
-183.073, 57.538, 3.682,  9.850
-183.071, 57.415, 3.695,  9.883
-183.069, 57.292, 3.707,  9.916
-183.067, 57.168, 3.719,  9.949
-183.064, 57.044, 3.732,  9.982
-183.062, 56.919, 3.744, 10.015
-183.060, 56.794, 3.756, 10.048
-183.058, 56.668, 3.769, 10.081
-183.055, 56.542, 3.782, 10.114
-183.053, 56.416, 3.794, 10.147
-183.051, 56.289, 3.807, 10.180
-183.049, 56.162, 3.820, 10.213
-183.047, 56.034, 3.833, 10.246
-183.044, 55.906, 3.845, 10.279
-183.042, 55.778, 3.858, 10.312
-183.040, 55.649, 3.871, 10.345
-183.038, 55.520, 3.884, 10.378
-183.036, 55.390, 3.897, 10.411
-183.033, 55.260, 3.910, 10.444
-183.031, 55.129, 3.923, 10.477
-183.029, 54.998, 3.936, 10.510
-183.027, 54.866, 3.949, 10.543
-183.025, 54.734, 3.962, 10.576
-183.023, 54.602, 3.974, 10.609
-183.020, 54.469, 3.987, 10.642
-183.018, 54.336, 4.000, 10.675
-183.016, 54.202, 4.013, 10.708
-183.014, 54.068, 4.027, 10.741
-183.012, 53.934, 4.040, 10.774
-183.009, 53.799, 4.053, 10.807
-183.007, 53.663, 4.066, 10.840
-183.005, 53.527, 4.080, 10.873
-183.003, 53.391, 4.093, 10.906
-183.001, 53.254, 4.107, 10.939
-182.999, 53.117, 4.120, 10.972
-182.997, 52.980, 4.134, 11.005
-182.995, 52.841, 4.147, 11.038
-182.992, 52.703, 4.161, 11.071
-182.990, 52.564, 4.175, 11.104
-182.988, 52.424, 4.188, 11.137
-182.986, 52.284, 4.202, 11.170
-182.984, 52.144, 4.216, 11.203
-182.982, 52.003, 4.230, 11.236
-182.980, 51.862, 4.244, 11.269
-182.977, 51.720, 4.258, 11.302
-182.975, 51.578, 4.272, 11.335
-182.973, 51.435, 4.286, 11.368
-182.971, 51.292, 4.300, 11.401
-182.969, 51.148, 4.314, 11.434
-182.967, 51.004, 4.328, 11.467
-182.965, 50.859, 4.342, 11.500
-182.963, 50.714, 4.357, 11.533
-182.961, 50.569, 4.371, 11.566
-182.958, 50.423, 4.385, 11.599
-182.956, 50.276, 4.400, 11.632
-182.954, 50.129, 4.414, 11.665
-182.952, 49.982, 4.429, 11.698
-182.950, 49.834, 4.443, 11.731
-182.948, 49.685, 4.458, 11.764
-182.946, 49.536, 4.473, 11.797
-182.944, 49.387, 4.487, 11.830
-182.942, 49.237, 4.502, 11.863
-182.940, 49.086, 4.517, 11.896
-182.937, 48.935, 4.532, 11.929
-182.935, 48.784, 4.547, 11.962
-182.933, 48.632, 4.562, 11.995
-182.931, 48.480, 4.577, 12.028
-182.929, 48.327, 4.592, 12.061
-182.927, 48.173, 4.607, 12.094
-182.925, 48.019, 4.622, 12.127
-182.923, 47.865, 4.638, 12.160
-182.921, 47.710, 4.653, 12.193
-182.919, 47.554, 4.668, 12.226
-182.917, 47.398, 4.684, 12.259
-182.915, 47.242, 4.699, 12.292
-182.913, 47.085, 4.715, 12.325
-182.911, 46.927, 4.730, 12.358
-182.908, 46.769, 4.746, 12.391
-182.906, 46.611, 4.761, 12.424
-182.904, 46.452, 4.777, 12.457
-182.902, 46.292, 4.793, 12.490
-182.900, 46.132, 4.809, 12.523
-182.898, 45.971, 4.825, 12.556
-182.896, 45.810, 4.841, 12.589
-182.894, 45.648, 4.856, 12.622
-182.892, 45.486, 4.873, 12.655
-182.890, 45.323, 4.889, 12.688
-182.888, 45.160, 4.905, 12.721
-182.886, 44.996, 4.921, 12.754
-182.884, 44.831, 4.937, 12.787
-182.882, 44.666, 4.953, 12.820
-182.880, 44.501, 4.970, 12.853
-182.878, 44.335, 4.986, 12.886
-182.876, 44.168, 5.003, 12.919
-182.874, 44.001, 5.019, 12.952
-182.872, 43.833, 5.036, 12.985
-182.870, 43.665, 5.052, 13.018
-182.868, 43.496, 5.069, 13.051
-182.866, 43.327, 5.086, 13.084
-182.864, 43.157, 5.101, 13.117
-182.861, 42.987, 5.112, 13.150
-182.859, 42.816, 5.110, 13.183
-182.857, 42.647, 5.095, 13.216
-182.855, 42.477, 5.083, 13.249
-182.853, 42.308, 5.077, 13.282
-182.851, 42.139, 5.079, 13.315
-182.849, 41.970, 5.088, 13.348
-182.847, 41.800, 5.105, 13.381
-182.846, 41.629, 5.129, 13.414
-182.843, 41.457, 5.159, 13.447
-182.841, 41.284, 5.195, 13.480
-182.839, 41.110, 5.234, 13.513
-182.837, 40.934, 5.275, 13.546
-182.835, 40.757, 5.316, 13.579
-182.833, 40.578, 5.356, 13.612
-182.831, 40.399, 5.392, 13.645
-182.829, 40.218, 5.425, 13.678
-182.827, 40.036, 5.453, 13.711
-182.825, 39.854, 5.477, 13.744
-182.823, 39.671, 5.496, 13.777
-182.821, 39.487, 5.512, 13.810
-182.819, 39.303, 5.525, 13.843
-182.817, 39.119, 5.536, 13.876
-182.815, 38.934, 5.545, 13.909
-182.813, 38.749, 5.553, 13.942
-182.811, 38.564, 5.561, 13.975
-182.809, 38.379, 5.570, 14.008
-182.807, 38.193, 5.580, 14.041
-182.805, 38.007, 5.592, 14.074
-182.803, 37.820, 5.605, 14.107
-182.801, 37.633, 5.620, 14.140
-182.799, 37.445, 5.637, 14.173
-182.797, 37.257, 5.656, 14.206
-182.795, 37.067, 5.677, 14.239
-182.793, 36.878, 5.699, 14.272
-182.791, 36.687, 5.723, 14.305
-182.789, 36.495, 5.747, 14.338
-182.787, 36.303, 5.771, 14.371
-182.785, 36.110, 5.796, 14.404
-182.783, 35.916, 5.820, 14.437
-182.781, 35.722, 5.843, 14.470
-182.779, 35.526, 5.865, 14.503
-182.777, 35.330, 5.887, 14.536
-182.775, 35.133, 5.908, 14.569
-182.773, 34.936, 5.928, 14.602
-182.771, 34.738, 5.947, 14.635
-182.769, 34.539, 5.965, 14.668
-182.767, 34.340, 5.983, 14.701
-182.765, 34.140, 6.001, 14.734
-182.763, 33.939, 6.018, 14.767
-182.760, 33.738, 6.036, 14.800
-182.758, 33.536, 6.054, 14.833
-182.756, 33.334, 6.073, 14.866
-182.754, 33.131, 6.092, 14.899
-182.752, 32.928, 6.112, 14.932
-182.750, 32.723, 6.132, 14.965
-182.748, 32.518, 6.152, 14.998
-182.746, 32.313, 6.173, 15.031
-182.744, 32.106, 6.195, 15.064
-182.742, 31.899, 6.217, 15.097
-182.740, 31.691, 6.239, 15.130
-182.738, 31.483, 6.261, 15.163
-182.736, 31.273, 6.283, 15.196
-182.734, 31.063, 6.305, 15.229
-182.732, 30.853, 6.327, 15.262
-182.730, 30.641, 6.349, 15.295
-182.728, 30.429, 6.370, 15.328
-182.726, 30.216, 6.392, 15.361
-182.724, 30.002, 6.413, 15.394
-182.722, 29.788, 6.434, 15.427
-182.720, 29.573, 6.455, 15.460
-182.718, 29.357, 6.476, 15.493
-182.716, 29.141, 6.497, 15.526
-182.714, 28.924, 6.518, 15.559
-182.712, 28.706, 6.539, 15.592
-182.710, 28.487, 6.561, 15.625
-182.708, 28.268, 6.583, 15.658
-182.706, 28.048, 6.605, 15.691
-182.704, 27.827, 6.627, 15.724
-182.702, 27.605, 6.649, 15.757
-182.700, 27.383, 6.672, 15.790
-182.698, 27.160, 6.695, 15.823
-182.696, 26.936, 6.717, 15.856
-182.694, 26.712, 6.740, 15.889
-182.692, 26.487, 6.763, 15.922
-182.690, 26.260, 6.786, 15.955
-182.688, 26.034, 6.808, 15.988
-182.685, 25.806, 6.830, 16.021
-182.683, 25.578, 6.853, 16.054
-182.681, 25.349, 6.875, 16.087
-182.679, 25.119, 6.897, 16.120
-182.677, 24.889, 6.919, 16.153
-182.675, 24.657, 6.942, 16.186
-182.673, 24.425, 6.964, 16.219
-182.671, 24.193, 6.987, 16.252
-182.669, 23.959, 7.010, 16.285
-182.667, 23.725, 7.034, 16.318
-182.665, 23.490, 7.057, 16.351
-182.663, 23.254, 7.081, 16.384
-182.661, 23.017, 7.105, 16.417
-182.659, 22.780, 7.129, 16.450
-182.657, 22.541, 7.153, 16.483
-182.655, 22.302, 7.177, 16.516
-182.652, 22.062, 7.201, 16.549
-182.650, 21.822, 7.225, 16.582
-182.648, 21.580, 7.249, 16.615
-182.646, 21.338, 7.274, 16.648
-182.644, 21.095, 7.298, 16.681
-182.642, 20.851, 7.322, 16.714
-182.640, 20.606, 7.346, 16.747
-182.638, 20.361, 7.371, 16.780
-182.636, 20.114, 7.395, 16.813
-182.634, 19.867, 7.419, 16.846
-182.632, 19.619, 7.444, 16.879
-182.629, 19.371, 7.468, 16.912
-182.627, 19.121, 7.493, 16.945
-182.625, 18.871, 7.518, 16.978
-182.623, 18.619, 7.542, 17.011
-182.621, 18.367, 7.567, 17.044
-182.619, 18.115, 7.592, 17.077
-182.617, 17.861, 7.617, 17.110
-182.615, 17.606, 7.642, 17.143
-182.613, 17.351, 7.668, 17.176
-182.611, 17.095, 7.693, 17.209
-182.608, 16.838, 7.718, 17.242
-182.606, 16.580, 7.744, 17.275
-182.604, 16.321, 7.769, 17.308
-182.602, 16.061, 7.795, 17.341
-182.600, 15.801, 7.821, 17.374
-182.598, 15.539, 7.847, 17.407
-182.596, 15.277, 7.873, 17.440
-182.593, 15.014, 7.899, 17.473
-182.591, 14.750, 7.925, 17.506
-182.589, 14.485, 7.952, 17.539
-182.587, 14.220, 7.978, 17.572
-182.585, 13.953, 8.005, 17.605
-182.583, 13.686, 8.032, 17.638
-182.580, 13.417, 8.058, 17.671
-182.578, 13.148, 8.085, 17.704
-182.576, 12.878, 8.112, 17.737
-182.574, 12.607, 8.139, 17.770
-182.572, 12.335, 8.166, 17.803
-182.570, 12.062, 8.193, 17.836
-182.567, 11.788, 8.220, 17.869
-182.565, 11.513, 8.248, 17.902
-182.563, 11.238, 8.275, 17.935
-182.561, 10.961, 8.303, 17.968
-182.559, 10.684, 8.330, 18.001
-182.556, 10.405, 8.358, 18.034
-182.554, 10.126, 8.386, 18.067
-182.552, 9.846, 8.414, 18.100
-182.550, 9.565, 8.442, 18.133
-182.547, 9.283, 8.470, 18.166
-182.545, 9.000, 8.498, 18.199
-182.543, 8.716, 8.526, 18.232
-182.541, 8.431, 8.555, 18.265
-182.539, 8.145, 8.583, 18.298
-182.536, 7.858, 8.612, 18.331
-182.534, 7.570, 8.641, 18.364
-182.532, 7.281, 8.669, 18.397
-182.529, 6.992, 8.698, 18.430
-182.527, 6.701, 8.727, 18.463
-182.525, 6.409, 8.756, 18.496
-182.523, 6.117, 8.786, 18.529
-182.520, 5.823, 8.815, 18.562
-182.518, 5.529, 8.844, 18.595
-182.516, 5.233, 8.873, 18.628
-182.514, 4.937, 8.903, 18.661
-182.511, 4.639, 8.933, 18.694
-182.509, 4.341, 8.962, 18.727
-182.507, 4.041, 8.992, 18.760
-182.504, 3.741, 9.022, 18.793
-182.502, 3.439, 9.052, 18.826
-182.500, 3.137, 9.082, 18.859
-182.497, 2.833, 9.113, 18.892
-182.495, 2.529, 9.143, 18.925
-182.493, 2.223, 9.173, 18.958
-182.490, 1.916, 9.204, 18.991
-182.488, 1.609, 9.235, 19.024
-182.486, 1.300, 9.265, 19.057
-182.483, 0.991, 9.296, 19.090
-182.481, 0.680, 9.327, 19.123
-182.479, 0.368, 9.358, 19.156
-182.476, 0.056, 9.389, 19.189
-182.474, -0.258, 9.420, 19.222
-182.471, -0.573, 9.452, 19.255
-182.469, -0.889, 9.483, 19.288
-182.467, -1.206, 9.515, 19.321
-182.464, -1.524, 9.547, 19.354
-182.462, -1.843, 9.579, 19.387
-182.459, -2.163, 9.611, 19.420
-182.457, -2.484, 9.643, 19.453
-182.454, -2.806, 9.675, 19.486
-182.452, -3.129, 9.707, 19.519
-182.450, -3.454, 9.740, 19.552
-182.447, -3.779, 9.772, 19.585
-182.445, -4.106, 9.805, 19.618
-182.442, -4.434, 9.837, 19.651
-182.440, -4.762, 9.870, 19.684
-182.437, -5.092, 9.903, 19.717
-182.435, -5.423, 9.936, 19.750
-182.432, -5.755, 9.969, 19.783
-182.430, -6.088, 10.002, 19.816
-182.427, -6.422, 10.035, 19.849
-182.425, -6.758, 10.069, 19.882
-182.422, -7.094, 10.103, 19.915
-182.420, -7.432, 10.136, 19.948
-182.417, -7.771, 10.170, 19.981
-182.415, -8.110, 10.204, 20.014
-182.412, -8.451, 10.238, 20.047
-182.409, -8.794, 10.272, 20.080
-182.407, -9.137, 10.306, 20.113
-182.404, -9.481, 10.341, 20.146
-182.402, -9.827, 10.375, 20.179
-182.399, -10.173, 10.410, 20.212
-182.397, -10.521, 10.445, 20.245
-182.394, -10.870, 10.480, 20.278
-182.391, -11.221, 10.515, 20.311
-182.389, -11.572, 10.550, 20.344
-182.386, -11.925, 10.585, 20.377
-182.383, -12.278, 10.620, 20.410
-182.381, -12.633, 10.656, 20.443
-182.378, -12.989, 10.691, 20.476
-182.375, -13.347, 10.727, 20.509
-182.373, -13.705, 10.763, 20.542
-182.370, -14.065, 10.799, 20.575
-182.367, -14.425, 10.835, 20.608
-182.365, -14.788, 10.871, 20.641
-182.362, -15.151, 10.907, 20.674
-182.359, -15.515, 10.943, 20.707
-182.357, -15.881, 10.980, 20.740
-182.354, -16.248, 11.016, 20.773
-182.351, -16.616, 11.053, 20.806
-182.348, -16.985, 11.090, 20.839
-182.346, -17.356, 11.127, 20.872
-182.343, -17.728, 11.164, 20.905
-182.340, -18.101, 11.202, 20.938
-182.337, -18.475, 11.239, 20.971
-182.335, -18.851, 11.277, 21.004
-182.332, -19.228, 11.314, 21.037
-182.329, -19.606, 11.352, 21.070
-182.326, -19.985, 11.390, 21.103
-182.323, -20.366, 11.428, 21.136
-182.320, -20.748, 11.466, 21.169
-182.318, -21.131, 11.505, 21.202
-182.315, -21.515, 11.543, 21.235
-182.312, -21.901, 11.582, 21.268
-182.309, -22.288, 11.621, 21.301
-182.306, -22.676, 11.660, 21.334
-182.303, -23.066, 11.699, 21.367
-182.300, -23.457, 11.739, 21.400
-182.297, -23.849, 11.778, 21.433
-182.294, -24.243, 11.818, 21.466
-182.291, -24.638, 11.858, 21.499
-182.288, -25.034, 11.898, 21.532
-182.285, -25.432, 11.938, 21.565
-182.283, -25.831, 11.978, 21.598
-182.280, -26.231, 12.019, 21.631
-182.277, -26.633, 12.059, 21.664
-182.274, -27.036, 12.099, 21.697
-182.271, -27.440, 12.140, 21.730
-182.267, -27.846, 12.181, 21.763
-182.264, -28.253, 12.222, 21.796
-182.261, -28.661, 12.263, 21.829
-182.258, -29.071, 12.304, 21.862
-182.255, -29.482, 12.345, 21.895
-182.252, -29.895, 12.387, 21.928
-182.249, -30.309, 12.428, 21.961
-182.246, -30.724, 12.470, 21.994
-182.243, -31.141, 12.512, 22.027
-182.240, -31.559, 12.554, 22.060
-182.236, -31.978, 12.596, 22.093
-182.233, -32.399, 12.638, 22.126
-182.230, -32.822, 12.680, 22.159
-182.227, -33.245, 12.723, 22.192
-182.224, -33.670, 12.766, 22.225
-182.221, -34.097, 12.809, 22.258
-182.217, -34.525, 12.852, 22.291
-182.214, -34.955, 12.895, 22.324
-182.211, -35.385, 12.938, 22.357
-182.208, -35.818, 12.982, 22.390
-182.204, -36.252, 13.025, 22.423
-182.201, -36.687, 13.069, 22.456
-182.198, -37.124, 13.113, 22.489
-182.194, -37.562, 13.157, 22.522
-182.191, -38.002, 13.201, 22.555
-182.188, -38.443, 13.246, 22.588
-182.184, -38.885, 13.290, 22.621
-182.181, -39.330, 13.335, 22.654
-182.178, -39.775, 13.379, 22.687
-182.174, -40.222, 13.424, 22.720
-182.171, -40.671, 13.469, 22.753
-182.167, -41.121, 13.514, 22.786
-182.164, -41.573, 13.560, 22.819
-182.160, -42.026, 13.605, 22.852
-182.157, -42.480, 13.651, 22.885
-182.153, -42.937, 13.697, 22.918
-182.150, -43.394, 13.742, 22.951
-182.146, -43.854, 13.789, 22.984
-182.143, -44.314, 13.835, 23.017
-182.139, -44.777, 13.881, 23.050
